"","routing_number","telegraphic_name","customer_name","state_or_territory_abbreviation","city","funds_transfer_status:
				y_-_eligible
				n_-_ineligible","funds_settlement-only_status:
				s_-_settlement-only","book-entry_securities_transfer_status:
				y_-_eligible
				n_-_ineligible","date_of_last_revision:_yyyymmdd,_or_blank"
"7476","281077522","SCOTT CREDIT UNION","SCOTT CREDIT UNION                  ","IL","EDWARDSVILLE             ","Y"," ","Y","20121108"
"7477","281080315","WEST CMNTY CU MO  ","WEST COMMUNITY CREDIT UNION         ","MO","O FALLON                 ","Y"," ","N","20141107"
"7478","281080739","1ST FINAN. FCU    ","1ST FINANCIAL FEDERAL CREDIT UNION  ","MO","SAINT CHARLES            ","N"," ","Y","20150629"
"7479","281081233","ARSENAL CU MO     ","ARSENAL CREDIT UNION                ","MO","ARNOLD                   ","N"," ","Y","20141107"
"7480","281081479","VANTAGE CU        ","VANTAGE CREDIT UNION                ","MO","BRIDGETON                ","Y"," ","Y","20030311"
"7481","281081495","ESCU STL MO       ","ELECTRO SAVINGS CREDIT UNION        ","MO","SAINT LOUIS              ","Y"," ","N","20141107"
"7482","281081505","ALLIANCE CU STL MO","ALLIANCE CREDIT UNION               ","MO","FENTON                   ","Y"," ","Y","20130823"
"7483","281081738","APEX FCU          ","APEX FINANCIAL CREDIT UNION         ","MO","SAINT LOUIS              ","N"," ","Y","20141107"
"7484","281081877","FIRST COMM CR UN  ","FIRST COMMUNITY CREDIT UNION        ","MO","CHESTERFIELD             ","Y"," ","Y","20060118"
"7485","281082339","GATEWAY METRO FCU ","GATEWAY METRO FCU                   ","MO","SAINT LOUIS              ","Y"," ","Y","20110225"
"7486","281082384","STL POSTAL CU     ","NEIGHBORS CREDIT UNION              ","MO","SAINT LOUIS              ","Y"," ","Y","20140227"
"7487","281082423","ST LOUIS COMM CU  ","ST. LOUIS COMMUNITY CREDIT UNION    ","MO","SAINT LOUIS              ","N"," ","Y","20131001"
"7488","281082915","ANHEUSER CU STL MO","ANHEUSER-BUSCH EMPL. CREDIT UNION   ","MO","SAINT LOUIS              ","Y"," ","Y","20100823"
"7489","281085585","KS CORP WICHITA   ","KANSAS CORPORATE CREDIT UNION       ","KS","WICHITA                  ","Y"," ","N","20150731"
"7490","281271137","JACKSONVLE SB IL  ","JACKSONVILLE SAVINGS BANK           ","IL","JACKSONVILLE             ","Y"," ","Y","        "
"7491","281271179","HERITAGE STATE BK ","HERITAGE STATE BANK                 ","IL","LAWRENCEVILLE            ","Y"," ","Y","20030804"
"7492","281271438","FST ROBINSON SL IL","FIRST ROBINSON SAVINGS BANK, N.A.   ","IL","ROBINSON                 ","Y","S","Y","20090120"
"7493","281271454","MARION SB SALEM IL","MARION COUNTY SAVINGS BANK          ","IL","SALEM                    ","Y"," ","Y","20120821"
"7494","281276420","SIU CREDIT UNION  ","SIU CREDIT UNION                    ","IL","CARBONDALE               ","Y"," ","Y","        "
"7495","281277364","UNITED COMM CU    ","UNITED COMMUNITY CU                 ","IL","QUINCY                   ","Y","S","N","20120307"
"7496","281573013","MCM SB FSB HANNIBL","F & M BANK AND TRUST CO             ","MO","HANNIBAL                 ","N"," ","Y","20141107"
"7497","281573204","FIRST HOME BK     ","FIRST HOME BANK                     ","MO","MOUNTAIN GROVE           ","N"," ","Y","20140918"
"7498","281573259","SOUTHERN BANK     ","SOUTHERN BANK                       ","MO","POPLAR BLUFF             ","Y"," ","Y","20090716"
"7499","281580417","MISSOURI CU       ","MISSOURI CREDIT UNION               ","MO","COLUMBIA                 ","Y"," ","Y","20070322"
"7500","281580679","MID MISSOURI CU MO","MID MISSOURI CREDIT UNION           ","MO","FORT LEONARD WOOD        ","Y","S","Y","20130918"
"7501","281581063","UNITED CU         ","UNITED CREDIT UNION                 ","MO","MEXICO                   ","N"," ","Y","20130109"
"7502","281970881","CHESTER NATL BK   ","CHESTER NATIONAL BANK               ","IL","CHESTER                  ","Y"," ","Y","20000321"
"7503","281971356","NOKOMIS S&L IL    ","NOKOMIS SAVINGS BANK                ","IL","NOKOMIS                  ","Y","S","Y","20050801"
"7504","282075028","AR FCU JACKSNVL AR","ARKANSAS FEDERAL CREDIT UNION       ","AR","JACKSONVILLE             ","Y"," ","Y","        "
"7505","282075390","TRUSERVICE FCU    ","TRUSERVICE  FEDERAL CREDIT UNION    ","AR","LITTLE ROCK              ","Y"," ","Y","20030318"
"7506","282075523","TELCO FCU         ","TELCOE FEDERAL CREDIT UNION         ","AR","LITTLE ROCK              ","N"," ","Y","20141114"
"7507","282970110","FF ELDORADO AR    ","FIRST FINANCIAL BANK                ","AR","EL DORADO                ","Y"," ","Y","20120402"
"7508","282974161","UFSB SPRINGDALE AR","UNITED BANK                         ","AR","SPRINGDALE               ","Y","S","N","20141107"
"7509","282974831","ABFCU FT SMITH AR ","ARKANSAS BEST FEDERAL CREDIT UNION  ","AR","FORT SMITH               ","Y"," ","Y","        "
"7510","282975034","DIAMOND LAKE FCU  ","DIAMOND LAKE FEDERAL CREDIT UNION   ","AR","MALVERN                  ","N"," ","Y","20140521"
"7511","283071788","FIRST SVG BANK    ","FIRST SAVINGS BANK                  ","IN","CLARKSVILLE              ","Y","S","N","20141219"
"7512","283071827","CSB NEW ALBANY IN ","YOUR COMMUNITY BANK                 ","IN","NEW ALBANY               ","Y"," ","Y","20060203"
"7513","283071830","REGIONAL FSB      ","MAINSOURCE BANK                     ","IN","NEW ALBANY               ","Y"," ","N","20141107"
"7514","283079159","KY TELCO FCU      ","KENTUCKY TELCO FEDERAL CREDIT UNION ","KY","LOUISVILLE               ","Y","S","N","20140520"
"7515","283079298","BEACON CMNTY CU   ","BEACON COMMUNITY CREDIT UNION       ","KY","LOUISVILLE               ","N"," ","Y","20141112"
"7516","283079476","PARK CMNTY CU, INC","PARK COMMUNITY CREDIT UNION, INC    ","KY","LOUISVILLE               ","Y","S","Y","20140522"
"7517","283971600","BEDFORD FSB IN    ","BEDFORD FEDERAL SAVINGS BANK        ","IN","BEDFORD                  ","Y","S","N","20141107"
"7518","283971901","MSSB SALEM IN     ","MID-SOUTHERN SAVINGS BANK, FSB      ","IN","SALEM                    ","Y","S","Y","        "
"7519","283972230","HERITAGE BK US INC","HERITAGE BANK USA, INC.             ","KY","HOPKINSVILLE             ","Y"," ","N","20140529"
"7520","283977633","HHCU BEDFORD IN   ","HOOSIER HILLS CREDIT UNION          ","IN","BEDFORD                  ","Y"," ","N","20141107"
"7521","283977688","CRANE FCU IN      ","CRANE FEDERAL CREDIT UNION          ","IN","ODON                     ","Y","S","Y","20130806"
"7522","283978425","FORT KNOX FCU KY  ","FORT KNOX FEDERAL CREDIT UNION      ","KY","FORT KNOX                ","Y"," ","Y","        "
"7523","283978441","CWCU FRANKFORT KY ","COMMONWEALTH CREDIT UNION           ","KY","FRANKFORT                ","Y"," ","Y","        "
"7524","283980031","C-PLT FED CR UNION","C-PLANT FEDERAL CREDIT UNION        ","KY","PADUCAH                  ","Y","S","N","20120807"
"7525","283980099","SIGNET FCU        ","SIGNET FEDERAL CREDIT UNION         ","KY","PADUCAH                  ","N"," ","Y","20141107"
"7526","284071949","FINANCIAL FED BK  ","FINANCIAL FEDERAL BANK              ","TN","MEMPHIS                  ","Y","S","Y","20121102"
"7527","284073785","BANK TENNESSEE    ","BANKTENNESSEE                       ","TN","COLLIERVILLE             ","Y"," ","N","20141107"
"7528","284084208","MEMPHIS CITY ECU  ","MEMPHIS CITY EMPLOYEES CREDIT UNION ","TN","MEMPHIS                  ","N"," ","Y","20141222"
"7529","284084350","FEDEX EMPL CR FCU ","FEDEX EMPLOYEES CREDIT ASSN FCU     ","TN","MEMPHIS                  ","N"," ","Y","20141024"
"7530","284084635","LG & W FCU        ","LG & W FEDERAL CREDIT UNION         ","TN","MEMPHIS                  ","N"," ","Y","20140818"
"7531","284084813","KIMBLY CLARK CU TN","KIMBERLY CLARK CREDIT UNION         ","TN","MEMPHIS                  ","N"," ","Y","20140814"
"7532","284084907","ORION FCU         ","ORION FEDERAL CREDIT UNION          ","TN","MEMPHIS                  ","Y"," ","Y","20110413"
"7533","284085197","SHELBY COUNTY FCU ","SHELBY COUNTY FEDERAL CREDIT UNION  ","TN","MEMPHIS                  ","N"," ","Y","20141106"
"7534","284085375","FIRST SO FIN CU   ","FIRST SOUTH FINANCIAL CREDIT UNION  ","TN","BARTLETT                 ","Y"," ","Y","20101001"
"7535","284170109","RIVERBANK         ","RIVERBANK                           ","AR","CORNING                  ","N"," ","Y","20150416"
"7536","284170141","FORREST CITY BK AR","FORREST CITY BANK, N. A.            ","AR","FORREST CITY             ","Y","S","Y","20010905"
"7537","284272670","SOUTHBK CORINTH MS","SOUTHBANK, FSB                      ","AL","HUNTSVILLE               ","Y"," ","N","20140819"
"7538","284373760","COMMUNITY BANK    ","COMMUNITY BANK                      ","TN","LEXINGTON                ","Y","S","Y","20100608"
"7539","284373838","CENTRL SAVANNAH TN","CENTRAL BANK                        ","TN","SAVANNAH                 ","Y"," ","Y","        "
"7540","284383886","LEADERS CU        ","LEADERS CREDIT UNION                ","TN","JACKSON                  ","N"," ","Y","20141030"
"7541","286371676","FIRST FED SVGS BK ","FIRST FEDERAL SAVINGS BANK          ","IN","EVANSVILLE               ","Y"," ","N","20060914"
"7542","286573322","GTS SOUTHERN SF MO","GREAT SOUTHERN BANK                 ","MO","SPRINGFIELD              ","Y"," ","Y","        "
"7543","286573335","GUARANTY BANK     ","GUARANTY BANK                       ","MO","SPRINGFIELD              ","Y"," ","N","20030630"
"7544","286573351","SYS SVG BK        ","SYSTEMATIC SAVINGS BANK             ","MO","SPRINGFIELD              ","N"," ","Y","20141107"
"7545","286582708","CU COMMUNITY CU   ","C U COMMUNITY CREDIT UNION          ","MO","SPRINGFIELD              ","Y"," ","Y","20130501"
"7546","286582740","GEN COUNCIL CU    ","ASSEMBLIES OF GOD CU                ","MO","SPRINGFIELD              ","Y"," ","Y","20131205"
"7547","291070001","TCF MPLS          ","TCF NATIONAL BANK                   ","MN","WAYZATA                  ","Y"," ","Y","20090623"
"7548","291074502","MILL CITY CU MPLS ","MILL CITY CREDIT UNION              ","MN","MINNETONKA               ","Y"," ","Y","20141022"
"7549","291074544","CONNEXUS          ","CONNEXUS CREDIT UNION               ","WI","WAUSAU                   ","Y"," ","N","20150925"
"7550","291074696","TOPLINE FCU       ","TOPLINE FEDERAL CREDIT UNION        ","MN","BROOKLYN CENTER          ","Y"," ","N","20141107"
"7551","291074719","BUILDING TRADES FC","BUILDING TRADES FEDERAL CREDIT UNION","MN","MAPLE GROVE              ","Y"," ","Y","20100714"
"7552","291074722","US FCU MPLS       ","U S FEDERAL CREDIT UNION            ","MN","BURNSVILLE               ","Y"," ","Y","20050908"
"7553","291075080","TRUSTONE FINANCIAL","TRUSTONE FINANCIAL FEDERAL CU       ","MN","PLYMOUTH                 ","Y"," ","Y","20090601"
"7554","291075116","SPIRE CREDIT UNION","SPIRE CREDIT UNION                  ","MN","FALCON HEIGHTS           ","Y"," ","Y","20140605"
"7555","291075459","RICHFLD BLOOMTN CU","RICHFIELD-BLOOMINGTON CREDIT UNION  ","MN","BLOOMINGTON              ","Y"," ","Y","20150824"
"7556","291172637","PENINSULA FED CU  ","PENINSULA FEDERAL CREDIT UNION      ","MI","ESCANABA                 ","Y","S","N","20110414"
"7557","291172640","GRT LKS FST FCU ES","GREAT LAKES FIRST FEDERAL CR UN     ","MI","ESCANABA                 ","Y","S","N","        "
"7558","291172721","TRUNORTH FCU      ","TRUNORTH FEDERAL CREDIT UNION       ","MI","ISHPEMING                ","Y","S","N","20150609"
"7559","291172747","IRON MT KINGSFORD ","IRON MOUNTAIN KINGSFORD COMNTY FCU  ","MI","KINGSFORD                ","N"," ","Y","20141107"
"7560","291172970","TAHQUAMENON A CU  ","TAHQUAMENON AREA CREDIT UNION       ","MI","NEWBERRY                 ","Y"," ","N","        "
"7561","291270050","HOME FED SVNGS BK ","HOME FEDERAL SAVINGS BANK           ","MN","ROCHESTER                ","Y"," ","Y","20050721"
"7562","291271004","AM FEDL E GRD FKS ","AMERICAN FEDERAL BANK               ","ND","FARGO                    ","Y","S","N","20100802"
"7563","291271240","RIVERWOODBKBEMIDJI","RIVERWOOD BANK                      ","MN","BEMIDJI                  ","Y"," ","N","20101021"
"7564","291271305","FST F&M FAIRMONT  ","FIRST FARMERS & MERCHANTS NATL BANK ","MN","FAIRMONT                 ","Y"," ","Y","        "
"7565","291273963","FLOODWOOD AREA CU ","FLOODWOOD AREA CR UNION             ","MN","FLOODWOOD                ","Y"," ","Y","20141107"
"7566","291274085","NORTHRIDGE COMM CU","NORTHRIDGE COMMUNITY CREDIT UNION   ","MN","HOYT LAKES               ","Y"," ","Y","20120221"
"7567","291274108","TRUSTAR FCU       ","TRUSTAR FEDERAL CREDIT UNION        ","MN","INTERNATIONAL FALLS      ","Y"," ","N","20030529"
"7568","291276481","NO SHORE CU SLRBAY","NORTH SHORE FEDERAL CR UN           ","MN","SILVER BAY               ","Y"," ","N","        "
"7569","291370918","GATE CITY FARGO   ","GATE CITY BANK                      ","ND","FARGO                    ","Y"," ","Y","20010108"
"7570","291378130","CAP CU BISMARCK   ","CAPITAL CREDIT UNION                ","ND","BISMARCK                 ","N"," ","Y","20141107"
"7571","291378693","FST COMM CU JAMEST","FIRST COMMUNITY CREDIT UNION        ","ND","JAMESTOWN                ","Y"," ","Y","        "
"7572","291378774","NORTH STAR COM CU ","NORTH STAR COMMUNITY CREDIT UNION   ","ND","MADDOCK                  ","N"," ","Y","20141107"
"7573","291379142","WESTERN CU WILLIST","WESTERN COOPERATIVE CREDIT UNION    ","ND","WILLISTON                ","Y"," ","Y","20150417"
"7574","291471134","HOME FED SX FLS   ","HOME FEDERAL BANK                   ","SD","SIOUX FALLS              ","Y"," ","Y","20011116"
"7575","291479291","SENTINEL FCU      ","SENTINEL FEDERAL CREDIT UNION       ","SD","BOX ELDER                ","Y"," ","N","        "
"7576","291479385","HURON AREA EDUC FC","HURON AREA EDUCATION FED CR UNION   ","SD","HURON                    ","N"," ","Y","20141107"
"7577","291479592","BLACK HILLS FCU   ","BLACK HILLS FEDERAL CREDIT UNION    ","SD","RAPID CITY               ","Y"," ","Y","20140912"
"7578","291479903","SERVICE FIRST FCU ","SERVICE FIRST FEDERAL CREDIT UNION  ","SD","SIOUX FALLS              ","Y"," ","Y","20130415"
"7579","291479974","SIOUX FALLS FED CU","SIOUX FALLS FEDERAL CREDIT UNION    ","SD","SIOUX FALLS              ","Y"," ","N","20111117"
"7580","291480141","SVC CTR FCU YANKTN","SERVICES CENTER FED CR UNION        ","SD","YANKTON                  ","Y"," ","Y","20110301"
"7581","291571270","TIME FED MEDFORD  ","TIME FEDERAL SAVINGS BANK           ","WI","MEDFORD                  ","N"," ","Y","20141107"
"7582","291571348","TOMAHAWK COMM BK  ","TOMAHAWK COMMUNITY BANK, SSB        ","WI","TOMAHAWK                 ","Y"," ","N","20060103"
"7583","291580614","PARK CITY CU      ","PARK CITY CREDIT UNION              ","WI","MERRILL                  ","N"," ","Y","20141107"
"7584","291580711","RIPCO CU RHINLNDER","RIPCO CREDIT UNION                  ","WI","RHINELANDER              ","Y"," ","Y","20130214"
"7585","291871336","SUPERIOR SVGS BK  ","SUPERIOR SAVINGS BANK               ","WI","SUPERIOR                 ","Y"," ","N","20000810"
"7586","291880330","CITZENS CMNTY FED ","CITIZENS COMMUNITY FEDERAL NA       ","WI","ALTOONA                  ","Y"," ","Y","20140603"
"7587","291880411","ROYAL CU EAU CLAIR","ROYAL CREDIT UNION                  ","WI","EAU CLAIRE               ","Y"," ","Y","        "
"7588","291880495","HAYWARD COMM CR UN","HAYWARD COMMUNITY CREDIT UNION      ","WI","HAYWARD                  ","Y"," ","N","20140602"
"7589","291880589","WESTCONSIN CU MENO","WESTCONSIN CREDIT UNION             ","WI","MENOMONIE                ","Y"," ","N","        "
"7590","291880767","INDIANHEAD SPOONER","INDIANHEAD CREDIT UNION             ","WI","SPOONER                  ","Y"," ","N","19991118"
"7591","291880916","SUPERIOR CHOICE CU","SUPERIOR CHOICE CREDIT  UNION       ","WI","SUPERIOR                 ","Y"," ","Y","20131101"
"7592","291881216","ALTRA FCU         ","ALTRA FEDERAL CREDIT UNION          ","WI","LA CROSSE                ","Y","S","Y","20150915"
"7593","291971320","1ST UNITED BANK   ","1ST UNITED BANK                     ","MN","FARIBAULT                ","Y"," ","N","20120326"
"7594","291971391","LIBERTY ST CLOUD  ","LIBERTY SAVINGS BANK, FSB           ","MN","SAINT CLOUD              ","Y"," ","N","20100825"
"7595","291973292","ACCENTRA CU       ","ACCENTRA CREDIT UNION               ","MN","AUSTIN                   ","Y","S","N","20050418"
"7596","291973360","MIDMN FCU BAXTER  ","MID MINNESOTA FEDERAL CREDIT UNION  ","MN","BAXTER                   ","Y"," ","N","20081007"
"7597","291973454","MBRS COOP CLOQUET ","MEMBERS COOPERATIVE CREDIT UNION    ","MN","CLOQUET                  ","Y"," ","Y","20140228"
"7598","291973629","NORTHERN CMNTY CU ","NORTHERN COMMUNITIES CREDIT UNION   ","MN","DULUTH                   ","Y"," ","N","20090227"
"7599","291973645","SHARE ADVANTAGE CU","SHARE ADVANTAGE CREDIT UNION        ","MN","DULUTH                   ","Y"," ","Y","20131121"
"7600","291973687","DULUTH TEACH CU   ","DULUTH TEACHERS CREDIT UNION        ","MN","DULUTH                   ","Y"," ","Y","20110407"
"7601","291973739","HERMANTOWN FCU    ","HERMANTOWN FEDERAL CREDIT UNION     ","MN","HERMANTOWN               ","Y"," ","Y","20110620"
"7602","291973755","MN POWER ECU      ","MINNESOTA POWER EMPL CR UNION       ","MN","DULUTH                   ","Y"," ","Y","20111214"
"7603","291974204","CTR MN CU MELROSE ","CENTRAL MINNESOTA CREDIT UNION      ","MN","MELROSE                  ","Y"," ","Y","20111020"
"7604","291975245","LAKE ST CU MOOSEL ","LAKE STATE CREDIT UNION             ","MN","MOOSE LAKE               ","Y"," ","N","20130627"
"7605","291975465","THINK MUTUAL BK   ","THINK MUTUAL BANK                   ","MN","ROCHESTER                ","Y"," ","Y","20070703"
"7606","291975478","MAYO EMPLOYEES FCU","MAYO EMPLOYEES FEDERAL CREDIT UNION ","MN","ROCHESTER                ","N"," ","Y","20140714"
